  0.0000 0.0050 0.0000 0.0000 0.0000 0.0200 0.0200 0.0100 0.9450 
  0.0601 0.0001 0.0005 0.0000 0.0000 0.0146 0.0193 0.0116 0.9541 
  0.1201 0.0001 0.0005 0.0000 0.0000 0.0143 0.0188 0.0113 0.9552 
  0.1802 0.0001 0.0005 0.0000 0.0000 0.0142 0.0187 0.0112 0.9554 
  0.2402 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.3003 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.3604 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.4204 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.4805 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.5405 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.6006 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.6607 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.7207 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.7808 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.8408 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.9009 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  0.9610 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.0210 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.0811 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.1411 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.2012 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.2613 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.3213 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.3814 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
  1.4414 0.0001 0.0005 0.0000 0.0000 0.0142 0.0186 0.0112 0.9555 
