  0.0000 0.0700 0.0750 0.0100 0.0050 0.2650 0.5750 
  0.0601 0.0722 0.0714 0.0100 0.0094 0.2620 0.5751 
  0.1201 0.0721 0.0714 0.0100 0.0094 0.2620 0.5752 
  0.1802 0.0721 0.0713 0.0100 0.0094 0.2620 0.5753 
  0.2402 0.0720 0.0713 0.0100 0.0094 0.2619 0.5754 
  0.3003 0.0720 0.0713 0.0100 0.0094 0.2619 0.5754 
  0.3604 0.0721 0.0712 0.0100 0.0094 0.2618 0.5755 
  0.4204 0.0720 0.0713 0.0100 0.0094 0.2618 0.5756 
  0.4805 0.0720 0.0713 0.0100 0.0094 0.2617 0.5757 
  0.5405 0.0721 0.0712 0.0100 0.0094 0.2617 0.5757 
  0.6006 0.0719 0.0713 0.0100 0.0093 0.2617 0.5758 
  0.6607 0.0719 0.0712 0.0100 0.0093 0.2616 0.5758 
  0.7207 0.0720 0.0711 0.0100 0.0094 0.2616 0.5759 
  0.7808 0.0719 0.0713 0.0100 0.0093 0.2615 0.5759 
  0.8408 0.0720 0.0712 0.0100 0.0093 0.2615 0.5760 
  0.9009 0.0720 0.0712 0.0100 0.0093 0.2615 0.5760 
  0.9610 0.0718 0.0713 0.0100 0.0093 0.2615 0.5761 
  1.0210 0.0720 0.0711 0.0100 0.0093 0.2614 0.5761 
  1.0811 0.0719 0.0712 0.0100 0.0093 0.2614 0.5762 
  1.1411 0.0719 0.0712 0.0100 0.0093 0.2614 0.5762 
  1.2012 0.0719 0.0712 0.0100 0.0093 0.2613 0.5762 
  1.2613 0.0719 0.0711 0.0100 0.0093 0.2613 0.5763 
  1.3213 0.0718 0.0712 0.0100 0.0093 0.2613 0.5763 
  1.3814 0.0720 0.0711 0.0100 0.0093 0.2613 0.5763 
  1.4414 0.0719 0.0711 0.0100 0.0093 0.2613 0.5764 
  1.5015 0.0718 0.0712 0.0100 0.0093 0.2612 0.5764 
  1.5616 0.0719 0.0711 0.0100 0.0093 0.2612 0.5764 
  1.6216 0.0719 0.0711 0.0100 0.0093 0.2612 0.5765 
  1.6817 0.0718 0.0712 0.0100 0.0093 0.2612 0.5765 
  1.7417 0.0719 0.0711 0.0100 0.0093 0.2612 0.5765 
  1.8018 0.0718 0.0712 0.0100 0.0093 0.2612 0.5765 
  1.8619 0.0719 0.0711 0.0100 0.0093 0.2611 0.5765 
  1.9219 0.0719 0.0710 0.0100 0.0093 0.2611 0.5766 
  1.9820 0.0718 0.0712 0.0100 0.0093 0.2611 0.5766 
  2.0420 0.0718 0.0711 0.0100 0.0093 0.2611 0.5766 
  2.1021 0.0719 0.0711 0.0100 0.0093 0.2611 0.5766 
  2.1622 0.0718 0.0711 0.0100 0.0093 0.2611 0.5766 
  2.2222 0.0718 0.0711 0.0100 0.0093 0.2611 0.5767 
  2.2823 0.0719 0.0711 0.0100 0.0093 0.2611 0.5767 
  2.3423 0.0718 0.0711 0.0100 0.0093 0.2610 0.5767 
  2.4024 0.0718 0.0711 0.0100 0.0093 0.2610 0.5767 
  2.4625 0.0719 0.0710 0.0100 0.0093 0.2610 0.5767 
  2.5225 0.0718 0.0711 0.0100 0.0093 0.2610 0.5767 
  2.5826 0.0719 0.0710 0.0100 0.0093 0.2610 0.5767 
  2.6426 0.0718 0.0711 0.0100 0.0093 0.2610 0.5767 
  2.7027 0.0718 0.0712 0.0100 0.0093 0.2610 0.5768 
  2.7628 0.0718 0.0711 0.0100 0.0093 0.2610 0.5768 
  2.8228 0.0719 0.0710 0.0100 0.0093 0.2610 0.5768 
  2.8829 0.0718 0.0712 0.0100 0.0093 0.2610 0.5768 
  2.9429 0.0719 0.0710 0.0100 0.0093 0.2610 0.5768 
  3.0030 0.0718 0.0711 0.0100 0.0093 0.2610 0.5768 
  3.0631 0.0718 0.0711 0.0100 0.0093 0.2610 0.5768 
  3.1231 0.0719 0.0710 0.0100 0.0093 0.2610 0.5768 
  3.1832 0.0717 0.0712 0.0100 0.0093 0.2610 0.5768 
  3.2432 0.0718 0.0711 0.0100 0.0093 0.2609 0.5768 
  3.3033 0.0718 0.0710 0.0100 0.0093 0.2609 0.5768 
  3.3634 0.0718 0.0711 0.0100 0.0093 0.2609 0.5768 
  3.4234 0.0718 0.0711 0.0100 0.0093 0.2609 0.5769 
  3.4835 0.0719 0.0710 0.0100 0.0093 0.2609 0.5769 
  3.5435 0.0718 0.0711 0.0100 0.0093 0.2609 0.5769 
  3.6036 0.0718 0.0711 0.0100 0.0093 0.2609 0.5769 
  3.6637 0.0719 0.0710 0.0100 0.0093 0.2609 0.5769 
  3.7237 0.0718 0.0711 0.0100 0.0093 0.2609 0.5769 
  3.7838 0.0718 0.0710 0.0100 0.0093 0.2609 0.5769 
  3.8438 0.0718 0.0711 0.0100 0.0093 0.2609 0.5769 
  3.9039 0.0717 0.0712 0.0100 0.0093 0.2609 0.5769 
