  0.0000 0.0600 0.0350 0.0000 0.0100 0.1300 0.7650 
  0.0601 0.0566 0.0382 0.0000 0.0094 0.1305 0.7652 
  0.1201 0.0564 0.0381 0.0000 0.0094 0.1307 0.7653 
  0.1802 0.0563 0.0381 0.0000 0.0094 0.1307 0.7654 
  0.2402 0.0563 0.0380 0.0000 0.0094 0.1307 0.7655 
  0.3003 0.0562 0.0380 0.0000 0.0094 0.1308 0.7656 
  0.3604 0.0562 0.0380 0.0000 0.0094 0.1307 0.7656 
  0.4204 0.0562 0.0380 0.0000 0.0094 0.1307 0.7656 
  0.4805 0.0562 0.0380 0.0000 0.0094 0.1307 0.7657 
  0.5405 0.0562 0.0380 0.0000 0.0094 0.1307 0.7657 
  0.6006 0.0562 0.0380 0.0000 0.0094 0.1307 0.7658 
  0.6607 0.0562 0.0380 0.0000 0.0094 0.1307 0.7658 
  0.7207 0.0561 0.0380 0.0000 0.0094 0.1306 0.7658 
  0.7808 0.0561 0.0380 0.0000 0.0094 0.1306 0.7658 
  0.8408 0.0561 0.0379 0.0000 0.0094 0.1306 0.7659 
  0.9009 0.0561 0.0379 0.0000 0.0094 0.1306 0.7659 
  0.9610 0.0561 0.0379 0.0000 0.0094 0.1306 0.7659 
  1.0210 0.0561 0.0379 0.0000 0.0094 0.1306 0.7659 
  1.0811 0.0561 0.0379 0.0000 0.0094 0.1306 0.7659 
  1.1411 0.0561 0.0379 0.0000 0.0094 0.1305 0.7660 
  1.2012 0.0561 0.0379 0.0000 0.0094 0.1305 0.7660 
  1.2613 0.0561 0.0379 0.0000 0.0094 0.1305 0.7660 
  1.3213 0.0561 0.0379 0.0000 0.0094 0.1305 0.7660 
  1.3814 0.0561 0.0379 0.0000 0.0094 0.1305 0.7660 
  1.4414 0.0561 0.0379 0.0000 0.0094 0.1305 0.7660 
  1.5015 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.5616 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.6216 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.6817 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.7417 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.8018 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.8619 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.9219 0.0561 0.0379 0.0000 0.0094 0.1305 0.7661 
  1.9820 0.0561 0.0379 0.0000 0.0094 0.1304 0.7661 
  2.0420 0.0561 0.0379 0.0000 0.0094 0.1304 0.7661 
  2.1021 0.0561 0.0379 0.0000 0.0094 0.1304 0.7661 
  2.1622 0.0561 0.0379 0.0000 0.0094 0.1304 0.7661 
  2.2222 0.0561 0.0379 0.0000 0.0094 0.1304 0.7661 
  2.2823 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.3423 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.4024 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.4625 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.5225 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.5826 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.6426 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.7027 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.7628 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.8228 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.8829 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  2.9429 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.0030 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.0631 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.1231 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.1832 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.2432 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.3033 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.3634 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.4234 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.4835 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.5435 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.6036 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.6637 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.7237 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.7838 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.8438 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.9039 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  3.9640 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.0240 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.0841 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.1441 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.2042 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.2643 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.3243 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.3844 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.4444 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.5045 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.5646 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.6246 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.6847 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.7447 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
  4.8048 0.0561 0.0379 0.0000 0.0094 0.1304 0.7662 
