  0.0000 0.1050 0.0600 0.0150 0.0250 0.1550 0.6400 
  0.0601 0.1049 0.0561 0.0150 0.0243 0.1593 0.6404 
  0.1201 0.1039 0.0555 0.0150 0.0244 0.1605 0.6406 
  0.1802 0.1035 0.0553 0.0150 0.0245 0.1610 0.6407 
  0.2402 0.1032 0.0553 0.0150 0.0245 0.1611 0.6408 
  0.3003 0.1031 0.0552 0.0151 0.0245 0.1612 0.6408 
  0.3604 0.1032 0.0552 0.0151 0.0245 0.1612 0.6409 
  0.4204 0.1031 0.0552 0.0151 0.0245 0.1612 0.6409 
  0.4805 0.1030 0.0552 0.0151 0.0245 0.1612 0.6409 
  0.5405 0.1030 0.0552 0.0151 0.0245 0.1612 0.6410 
  0.6006 0.1031 0.0551 0.0151 0.0245 0.1612 0.6410 
  0.6607 0.1030 0.0552 0.0151 0.0245 0.1612 0.6410 
  0.7207 0.1030 0.0552 0.0151 0.0245 0.1611 0.6410 
  0.7808 0.1030 0.0552 0.0151 0.0245 0.1611 0.6410 
  0.8408 0.1031 0.0551 0.0151 0.0245 0.1611 0.6411 
  0.9009 0.1030 0.0552 0.0151 0.0245 0.1611 0.6411 
  0.9610 0.1029 0.0552 0.0151 0.0245 0.1611 0.6411 
  1.0210 0.1030 0.0551 0.0151 0.0245 0.1611 0.6411 
  1.0811 0.1031 0.0550 0.0151 0.0245 0.1611 0.6411 
  1.1411 0.1029 0.0552 0.0151 0.0245 0.1611 0.6412 
  1.2012 0.1029 0.0552 0.0151 0.0245 0.1611 0.6412 
  1.2613 0.1030 0.0551 0.0151 0.0245 0.1611 0.6412 
  1.3213 0.1030 0.0551 0.0151 0.0245 0.1611 0.6412 
  1.3814 0.1029 0.0552 0.0151 0.0245 0.1610 0.6412 
  1.4414 0.1029 0.0552 0.0151 0.0245 0.1610 0.6412 
  1.5015 0.1030 0.0551 0.0151 0.0245 0.1610 0.6412 
  1.5616 0.1030 0.0551 0.0151 0.0245 0.1610 0.6412 
  1.6216 0.1029 0.0552 0.0151 0.0245 0.1610 0.6413 
  1.6817 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  1.7417 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  1.8018 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  1.8619 0.1029 0.0552 0.0151 0.0245 0.1610 0.6413 
  1.9219 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  1.9820 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  2.0420 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  2.1021 0.1029 0.0552 0.0151 0.0245 0.1610 0.6413 
  2.1622 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  2.2222 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
  2.2823 0.1029 0.0551 0.0151 0.0245 0.1610 0.6413 
  2.3423 0.1029 0.0552 0.0151 0.0245 0.1610 0.6413 
  2.4024 0.1030 0.0551 0.0151 0.0245 0.1610 0.6413 
